r2_test,rmse_test,mae_test,r2_train,rmse_train,mae_train,r2_test_shap_model,rmse_test_shap_model,mae_test_shap_model
0.4722238113911562,1008.7524100802376,754.1731815150831,0.7386245442409408,739.1531529939281,521.2169420542803,0.4722238113911562,1008.7524100802376,754.1731815150831
