r2_test,rmse_test,mae_test,r2_train,rmse_train,mae_train,r2_test_shap_model,rmse_test_shap_model,mae_test_shap_model
0.4722238113911563,1008.7524100802375,754.173181515083,0.7386245442409407,739.1531529939282,521.2169420542803,0.48175140125102744,999.6057769346363,765.4557244191996
